image_path,label
valid\Potato___Early_blight\dc2775b9-e62e-4fe5-921f-e1cf5c4e2fe4___RS_Early.B 6942.JPG,Potato___Early_blight
valid\Potato___Early_blight\dc6516c4-a74c-465f-85a1-55608ee518da___RS_Early.B 8843.JPG,Potato___Early_blight
valid\Potato___Early_blight\dc6516c4-a74c-465f-85a1-55608ee518da___RS_Early.B 8843_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\dcb9073d-df5b-4a15-aecf-1c3af587cd74___RS_Early.B 8982.JPG,Potato___Early_blight
valid\Potato___Early_blight\dcb9073d-df5b-4a15-aecf-1c3af587cd74___RS_Early.B 8982_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\dcc46f93-d842-496d-980b-4b29a00551d5___RS_Early.B 8424.JPG,Potato___Early_blight
valid\Potato___Early_blight\dcc46f93-d842-496d-980b-4b29a00551d5___RS_Early.B 8424_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\dd875158-7897-4f5d-ada1-46e7e382ea96___RS_Early.B 7912_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\df67aec2-c706-4a6f-8a4a-e11d7eb41eb8___RS_Early.B 7287_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\df7e4d39-fb74-4e6d-9d32-04d7d2165135___RS_Early.B 6700.JPG,Potato___Early_blight
valid\Potato___Early_blight\e0042931-92f3-4527-b292-872075f4261d___RS_Early.B 7203.JPG,Potato___Early_blight
valid\Potato___Early_blight\e016d105-f5cd-4082-a8c9-1913ea3fcfbb___RS_Early.B 7800.JPG,Potato___Early_blight
valid\Potato___Early_blight\e016d105-f5cd-4082-a8c9-1913ea3fcfbb___RS_Early.B 7800_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\e0326fde-a613-4ec2-bc3b-e1d2154bdbcd___RS_Early.B 7679_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\e0552fed-9af3-4fbd-80e8-09151a839cf9___RS_Early.B 7576.JPG,Potato___Early_blight
valid\Potato___Early_blight\e09c5edb-1e38-44bb-bb55-260fa32d6a58___RS_Early.B 7340_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\e1710bad-79c1-4b36-bbd2-b257c50697a5___RS_Early.B 7426_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\e217c2fe-b0d5-45e6-a7fa-98f253444d54___RS_Early.B 7067.JPG,Potato___Early_blight
valid\Potato___Early_blight\e217c2fe-b0d5-45e6-a7fa-98f253444d54___RS_Early.B 7067_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\e3779bc5-a8e2-4be6-8e15-4a4713ab9531___RS_Early.B 8431.JPG,Potato___Early_blight
valid\Potato___Early_blight\e490f736-a52f-434f-ada7-3bb255d99635___RS_Early.B 7417.JPG,Potato___Early_blight
valid\Potato___Early_blight\e490f736-a52f-434f-ada7-3bb255d99635___RS_Early.B 7417_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\e4b0f6ac-2b1e-4e10-8733-de421a01c390___RS_Early.B 8254_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\e6693b54-623a-4323-aa79-3e0fc3c07288___RS_Early.B 9198_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\e6aec621-1699-433a-8cf5-7310ec895810___RS_Early.B 8764.JPG,Potato___Early_blight
valid\Potato___Early_blight\e6d543a1-8e5e-4709-9329-b93d63f52edf___RS_Early.B 8324_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\e6d7262c-803d-4346-a36d-4f384196e21c___RS_Early.B 6893_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\e7b48816-19f7-4dc2-bf52-dfbb85e1f59a___RS_Early.B 7240_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\e912f95d-d159-47bc-b1ed-f0f08c3c391d___RS_Early.B 8366.JPG,Potato___Early_blight
valid\Potato___Early_blight\e9f9e200-b7ff-4a59-af32-b4faf3f27b17___RS_Early.B 8028_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\eb4fbc2b-c1a4-473f-a4e1-71ba04a7133c___RS_Early.B 7716_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\ec6b34ed-69c6-466a-81a9-4ca18eb25275___RS_Early.B 7038_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\ec9a34ed-90de-417e-bf87-31e748c8c770___RS_Early.B 7968_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\ed270d5d-3523-4bc2-b208-4f5304bbfeef___RS_Early.B 8218.JPG,Potato___Early_blight
valid\Potato___Early_blight\ed270d5d-3523-4bc2-b208-4f5304bbfeef___RS_Early.B 8218_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\ed64bc0c-d2e5-44fd-a21a-f4d6b4f2f219___RS_Early.B 7366.JPG,Potato___Early_blight
valid\Potato___Early_blight\ee584747-fea1-4d16-9c03-40bfc9bcf1c7___RS_Early.B 8600_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\eec2262a-d16b-42e1-99bd-6891ef392988___RS_Early.B 7085_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\ef5b06f0-4c81-4e47-9ec3-499af1571d9e___RS_Early.B 8455.JPG,Potato___Early_blight
valid\Potato___Early_blight\ef722b35-2ab8-409d-a971-b3a853a72cb3___RS_Early.B 7184_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\efd49e70-b8d6-493f-9099-b3d9d534f365___RS_Early.B 7854_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\f069744b-375b-4fee-b1f9-23963195e936___RS_Early.B 6837_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f0cdbf74-8401-48d1-b1cc-94862e1a4452___RS_Early.B 7447.JPG,Potato___Early_blight
valid\Potato___Early_blight\f0cdbf74-8401-48d1-b1cc-94862e1a4452___RS_Early.B 7447_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f0f41a0d-7679-4e56-85df-44934fe0cb3b___RS_Early.B 7054_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f12d7916-b4f0-46f7-91bd-8dc097743149___RS_Early.B 8963.JPG,Potato___Early_blight
valid\Potato___Early_blight\f12d7916-b4f0-46f7-91bd-8dc097743149___RS_Early.B 8963_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f194debe-e829-4bfb-af09-681e50358f50___RS_Early.B 7739_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f217f3ba-56fa-4f97-bf9a-07697e08e845___RS_Early.B 9161_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f2a56e13-438e-4bef-a3ea-beb9f347d481___RS_Early.B 6691_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\f32a2d3d-9ac5-426c-81d1-bc279def9ba4___RS_Early.B 7636_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f32a2d3d-9ac5-426c-81d1-bc279def9ba4___RS_Early.B 7636_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\f3ad73cc-2e88-4157-97ea-d57d87c5760c___RS_Early.B 6687_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f48fc3b4-b7e7-4ad5-a651-0bf61a5173ff___RS_Early.B 8597.JPG,Potato___Early_blight
valid\Potato___Early_blight\f5ec7cce-c3cc-4b4a-b716-d70175b1dcd2___RS_Early.B 7520.JPG,Potato___Early_blight
valid\Potato___Early_blight\f5ec7cce-c3cc-4b4a-b716-d70175b1dcd2___RS_Early.B 7520_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\f686133a-e89a-4242-a52d-02f32ffd5275___RS_Early.B 8295_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\f7a5e3e3-796e-4f4a-943c-24d26e2591d4___RS_Early.B 8679.JPG,Potato___Early_blight
valid\Potato___Early_blight\f7db505f-aabe-4b96-b719-8c930b5ff471___RS_Early.B 9224_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\f89d5362-f38f-4acf-8fca-2ea154c07cce___RS_Early.B 7018_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\f8b57e69-5902-4253-8404-11811ecf13e8___RS_Early.B 6995_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\f9461507-6875-43f7-800d-502ffdb8ec05___RS_Early.B 7604_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\fa61b2e4-413c-4503-a2a2-cff2d8a11351___RS_Early.B 7370_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\fa8656fd-03b1-467c-a877-99ce5632d580___RS_Early.B 7630_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\fb8d862d-29c3-41ab-888d-cef47286ee9a___RS_Early.B 8975_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\fbbe7b93-e6da-4dc8-b1ee-ba5646a5e039___RS_Early.B 8216_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\fc1ab935-21b3-42e7-a870-02fd71c5d845___RS_Early.B 6894.JPG,Potato___Early_blight
valid\Potato___Early_blight\fcbf4e6c-ba09-40f5-97c2-063bb20844bc___RS_Early.B 6938_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\fd5b1e1f-48a8-42bd-82b5-cf762504708b___RS_Early.B 8149.JPG,Potato___Early_blight
valid\Potato___Early_blight\fdc1f5ed-66b5-4564-8957-055905b8a569___RS_Early.B 8244.JPG,Potato___Early_blight
valid\Potato___Early_blight\fdc691b0-2b15-4cb6-8f5d-c4e5654389e0___RS_Early.B 7935_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\fe772b3d-351c-4d18-9dcb-26feb90afa0d___RS_Early.B 7456_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\ffef8a3b-3e8a-4c24-a27e-64c41708f7a0___RS_Early.B 7132.JPG,Potato___Early_blight
valid\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_180deg.JPG,Potato___healthy
valid\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_flipLR.JPG,Potato___healthy
valid\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newGGR.JPG,Potato___healthy
valid\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newGRR.JPG,Potato___healthy
valid\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new30degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_90deg.JPG,Potato___healthy
valid\Potato___healthy\046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_new30degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399_90deg.JPG,Potato___healthy
valid\Potato___healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399_flipLR.JPG,Potato___healthy
valid\Potato___healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399_new30degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817.JPG,Potato___healthy
valid\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817_flipLR.JPG,Potato___healthy
valid\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817_new200degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,Potato___healthy
valid\Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814_180deg.JPG,Potato___healthy
valid\Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814_flipTB.JPG,Potato___healthy
valid\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183.JPG,Potato___healthy
valid\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183_270deg.JPG,Potato___healthy
valid\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183_new200degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\1106c3fc-92cb-41a6-a6c6-8f08b9b45108___RS_HL 1914_180deg.JPG,Potato___healthy
valid\Potato___healthy\1106c3fc-92cb-41a6-a6c6-8f08b9b45108___RS_HL 1914_270deg.JPG,Potato___healthy
valid\Potato___healthy\1106c3fc-92cb-41a6-a6c6-8f08b9b45108___RS_HL 1914_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\111cd9d8-4d27-4225-be9e-d29b21cf56b9___RS_HL 5419_flipTB.JPG,Potato___healthy
valid\Potato___healthy\111cd9d8-4d27-4225-be9e-d29b21cf56b9___RS_HL 5419_newGGR.JPG,Potato___healthy
valid\Potato___healthy\111cd9d8-4d27-4225-be9e-d29b21cf56b9___RS_HL 5419_newGRR.JPG,Potato___healthy
valid\Potato___healthy\142fb983-2166-4a0f-b99b-a6c21e99987e___RS_HL 5398.JPG,Potato___healthy
valid\Potato___healthy\142fb983-2166-4a0f-b99b-a6c21e99987e___RS_HL 5398_flipTB.JPG,Potato___healthy
valid\Potato___healthy\142fb983-2166-4a0f-b99b-a6c21e99987e___RS_HL 5398_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204_180deg.JPG,Potato___healthy
valid\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204_flipLR.JPG,Potato___healthy
valid\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204_flipTB.JPG,Potato___healthy
valid\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204_new200degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376.JPG,Potato___healthy
valid\Potato___healthy\144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376_90deg.JPG,Potato___healthy
valid\Potato___healthy\144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376_newGGR.JPG,Potato___healthy
valid\Potato___healthy\163ada72-4288-4f85-a3c1-feed23c8d1de___RS_HL 1940_180deg.JPG,Potato___healthy
valid\Potato___healthy\163ada72-4288-4f85-a3c1-feed23c8d1de___RS_HL 1940_flipLR.JPG,Potato___healthy
valid\Potato___healthy\163ada72-4288-4f85-a3c1-feed23c8d1de___RS_HL 1940_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\163ada72-4288-4f85-a3c1-feed23c8d1de___RS_HL 1940_newGGR.JPG,Potato___healthy
valid\Potato___healthy\170f1f57-0fd4-421f-9c82-3b1804be63ad___RS_HL 1771_270deg.JPG,Potato___healthy
valid\Potato___healthy\170f1f57-0fd4-421f-9c82-3b1804be63ad___RS_HL 1771_new200degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\170f1f57-0fd4-421f-9c82-3b1804be63ad___RS_HL 1771_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\170f1f57-0fd4-421f-9c82-3b1804be63ad___RS_HL 1771_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,Potato___healthy
valid\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971_new30degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\1ae826e2-5148-47bd-a44c-711ec9cc9c75___RS_HL 1954_flipLR.JPG,Potato___healthy
valid\Potato___healthy\1ae826e2-5148-47bd-a44c-711ec9cc9c75___RS_HL 1954_new200degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418_180deg.JPG,Potato___healthy
valid\Potato___healthy\1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418_new200degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418_new200degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418_newGRR.JPG,Potato___healthy
valid\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808_180deg.JPG,Potato___healthy
valid\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808_270deg.JPG,Potato___healthy
valid\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808_flipLR.JPG,Potato___healthy
valid\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808_new200degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808_newGRR.JPG,Potato___healthy
valid\Potato___healthy\1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735.JPG,Potato___healthy
valid\Potato___healthy\20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735_270deg.JPG,Potato___healthy
valid\Potato___healthy\20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735_flipLR.JPG,Potato___healthy
valid\Potato___healthy\20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735_new30degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880_180deg.JPG,Potato___healthy
valid\Potato___healthy\22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880_270deg.JPG,Potato___healthy
valid\Potato___healthy\22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880_flipLR.JPG,Potato___healthy
valid\Potato___healthy\22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880_newGGR.JPG,Potato___healthy
valid\Potato___healthy\23f1ab77-d664-49c4-92eb-41eb66c6d101___RS_HL 4169_new30degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\23f1ab77-d664-49c4-92eb-41eb66c6d101___RS_HL 4169_newGRR.JPG,Potato___healthy
valid\Potato___healthy\23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803.JPG,Potato___healthy
valid\Potato___healthy\23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803_flipTB.JPG,Potato___healthy
valid\Potato___healthy\23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL 1837_new30degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945_new200degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950_270deg.JPG,Potato___healthy
valid\Potato___healthy\2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950_flipLR.JPG,Potato___healthy
valid\Potato___healthy\2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\2e0b8b4b-e900-408b-b760-730690bbd382___RS_HL 1901_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\30126310-39de-4c02-b10a-23409417a4f6___RS_HL 1826_newGRR.JPG,Potato___healthy
valid\Potato___healthy\30937333-8898-4634-8c00-af57d3020ba6___RS_HL 1922_90deg.JPG,Potato___healthy
valid\Potato___healthy\30937333-8898-4634-8c00-af57d3020ba6___RS_HL 1922_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\30937333-8898-4634-8c00-af57d3020ba6___RS_HL 1922_newGGR.JPG,Potato___healthy
valid\Potato___healthy\31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970_270deg.JPG,Potato___healthy
valid\Potato___healthy\31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\369479a9-3c28-4d77-8731-9ae54e719af3___RS_HL 1785_new200degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\369479a9-3c28-4d77-8731-9ae54e719af3___RS_HL 1785_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\36bdc44c-96a4-40bb-86f7-63a91d706e96___RS_HL 4203_270deg.JPG,Potato___healthy
valid\Potato___healthy\36bdc44c-96a4-40bb-86f7-63a91d706e96___RS_HL 4203_flipTB.JPG,Potato___healthy
valid\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805.JPG,Potato___healthy
valid\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805_270deg.JPG,Potato___healthy
valid\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805_new200degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805_newGRR.JPG,Potato___healthy
valid\Potato___healthy\3a00204c-5e53-4e5d-95a6-f8819031744e___RS_HL 5420_flipLR.JPG,Potato___healthy
valid\Potato___healthy\3a00204c-5e53-4e5d-95a6-f8819031744e___RS_HL 5420_newGRR.JPG,Potato___healthy
valid\Potato___healthy\3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754_90deg.JPG,Potato___healthy
valid\Potato___healthy\3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780.JPG,Potato___healthy
valid\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780_new200degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780_newGGR.JPG,Potato___healthy
valid\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780_newGRR.JPG,Potato___healthy
valid\Potato___healthy\3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859.JPG,Potato___healthy
valid\Potato___healthy\3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859_180deg.JPG,Potato___healthy
valid\Potato___healthy\3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859_flipTB.JPG,Potato___healthy
valid\Potato___healthy\3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859_new200degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\3f369e63-81eb-4194-a145-df9ed91abc5d___RS_HL 1745_flipTB.JPG,Potato___healthy
valid\Potato___healthy\3f369e63-81eb-4194-a145-df9ed91abc5d___RS_HL 1745_newGRR.JPG,Potato___healthy
valid\Potato___healthy\413bc2e9-eb2a-48fd-ba65-48b5121fd85c___RS_HL 4200_flipLR.JPG,Potato___healthy
valid\Potato___healthy\413bc2e9-eb2a-48fd-ba65-48b5121fd85c___RS_HL 4200_flipTB.JPG,Potato___healthy
valid\Potato___healthy\414f6249-9f78-4af5-9593-9d5a7e7d979f___RS_HL 1918_new200degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\414f6249-9f78-4af5-9593-9d5a7e7d979f___RS_HL 1918_new30degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\414f6249-9f78-4af5-9593-9d5a7e7d979f___RS_HL 1918_new90degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\414f6249-9f78-4af5-9593-9d5a7e7d979f___RS_HL 1918_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\415ac4a2-8f16-4052-880e-1e1f208965f0___RS_HL 1884_270deg.JPG,Potato___healthy
valid\Potato___healthy\415ac4a2-8f16-4052-880e-1e1f208965f0___RS_HL 1884_new200degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\415ac4a2-8f16-4052-880e-1e1f208965f0___RS_HL 1884_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968_180deg.JPG,Potato___healthy
valid\Potato___healthy\43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968_new30degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968_new90degFlipTB.JPG,Potato___healthy
valid\Potato___healthy\43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968_newPixel25.JPG,Potato___healthy
valid\Potato___healthy\45bc0b37-ca59-4a89-8531-705af42a6fd5___RS_HL 1946_new200degFlipLR.JPG,Potato___healthy
valid\Potato___healthy\468d3107-f09a-4f0d-8b9d-f08d7c49738f___RS_HL 1747_270deg.JPG,Potato___healthy
valid\Potato___healthy\46b2555a-c0a6-48c2-af13-0816e147e4de___RS_HL 1943_newGGR.JPG,Potato___healthy
